title,content,date,status,locale,urltitle,url,comment_status,ptyp_ID,pst_ID,tags,priority,excerpt,views,datedeadline,featured,order,titletag,double1,double2,double3,double4,double5,varchar1,varchar2,varchar3
"Week-end ski à prix canon en Vanoise !","<img width='150' style='display: block; float: left; margin: 10px;' src='/images/upload/portfolio_img/accueil_individuels_familles_lanslebourg_131288723504.jpg' />  L'éthic étapes CIS de Val cenis propose un week-end avec hébergement en pension complète + forfait remontées mécaniques + soirée concert live en soirée pour 89&euro; courant janvier 2012.<br /><br />Possibilité de tarifs réduits sur la location du matériel de ski.<br />contacter dès à présent l'éthic étapes CIS de Valcenis pour réserver:<br /><br />éthic étapes Val cenis<br />04.79.05.92.30<br /><a href='mailto:info@cis-valcenis.com'>info@cis-valcenis.com</a><br />Cliquez ici pour découvrir <a href='http://www.ethic-etapes.fr/les-destinations/valcenis_lanslebourg_centre_international_de_sejour_de_val_cenis.77.1367.html'>l'éthic étapes CIS de Valcenis</a>",2011-10-06,published,de_DE,week-end-ski-prix-canon-en-vanoise-!,,open,1,,,3," L'éthic étapes CIS de Val cenis propose un week-end avec hébergement en pension complète + forfait remontées mécaniques + soirée concert live en soirée pour 89&euro; courant janvier 2012.<br /><br />Possibilité de tarifs réduits sur la location du matériel de ski.<br />contacter dès à présent l'éthic étapes CIS de Valcenis pour réserver:<br /><br />éthic étapes Val cenis<br />04.79.05.92.30<br /><a href='mailto:info@cis-valcenis.com'>info@cis-valcenis.com</a><br />Cliquez ici pour découvrir <a href='http://www.ethic-etapes.fr/les-destinations/valcenis_lanslebourg_centre_international_de_sejour_de_val_cenis.77.1367.html'>l'éthic étapes CIS de Valcenis</a>",0,,0,,,,,,,,,,
"Festival Villes des Musiques du Monde du 13 oct au 13 nov 2011","<img width='150' style='display: block; float: left; margin: 10px;' src='/images/upload/portfolio_img/vdmdm_300x180.jpg' /> Le Festival Villes des Musiques du Monde vous invite à un nouveau voyage en Seine-Saint-Denis pour cette 12ème édition qui aura lieu du 13 octobre au 13 novembre. <br />Bien plus que des spectacles c'est un festival riche en sons et en couleurs qui vous fera voyager aux 4 coins de la planète.<br /><br />Tarifs préférentiels sur les spectacles d'Aubervilliers pour les résidents de l'éthic étapes Eugène Hénaff www.alj93.fr<br /><br />Téléchargez le programme www.villesdesmusiquesdumonde.com",2011-09-26,published,de_DE,festival-villes-des-musiques-du-monde-du-13-oct-au-13-nov-2011,,open,1,,,3,"Le Festival Villes des Musiques du Monde vous invite à un nouveau voyage en Seine-Saint-Denis pour cette 12ème édition qui aura lieu du 13 octobre au 13 novembre. <br />Bien plus que des spectacles c'est un festival riche en sons et en couleurs qui vous fera voyager aux 4 coins de la planète.<br /><br />Tarifs préférentiels sur les spectacles d'Aubervilliers pour les résidents de l'éthic étapes Eugène Hénaff www.alj93.fr<br /><br />Téléchargez le programme www.villesdesmusiquesdumonde.com",0,,0,,,,,,,,,,
"Pourquoi 'éthic étapes' ?","<img width='150' style='display: block; float: left; margin: 10px;' src='/images/upload/portfolio_img/ethicetapes_001.jpg' /> Cette question, beaucoup de ceux qui ne nous connaissent pas bien nous la posent !<br /><br />Ethic étapes, c'est d'abord l'ambition, sinon la promesse, d'un autre tourisme, ouvert aux autres et aux territoires. C'est aussi l'affirmation des valeurs fortes que les éthic étapes ne demandent qu'à partager.<br /><br />Ces valeurs, quelles sont elles ? En quelques mots : rencontre, non lucrativité, brassage et mixité, citoyenneté constituent les valeurs que les éthic étapes s'engagent à décliner au quotidien : fonctionnement associatif, existence d'espaces de rencontres et d'animation, accessibilité tarifaire et physique des équipements, gestion environnementale des bâtiments, recours à d'autres acteurs de l'économie sociale sont autant d'actions vécues dans les éthic étapes.<br />Bien évidemment le terme éthic nous amène sans cesse à nous remettre en question et à parfaire nos pratiques jour après jour. Pour cela, les remarques des usagers des éthic étapes constituent un apport incontournable. Alors, n'hésitez pas à nous laisser vos avis et commentaires, nous en tiendrons compte.<br /><br />",2011-09-22,published,de_DE,pourquoi-thic-tapes-,,open,1,,,3,"Cette question, beaucoup de ceux qui ne nous connaissent pas bien nous la posent !<br /><br />Ethic étapes, c'est d'abord l'ambition, sinon la promesse, d'un autre tourisme, ouvert aux autres et aux territoires. C'est aussi l'affirmation des valeurs fortes que les éthic étapes ne demandent qu'à partager.<br /><br />Ces valeurs, quelles sont elles ? En quelques mots : rencontre, non lucrativité, brassage et mixité, citoyenneté constituent les valeurs que les éthic étapes s'engagent à décliner au quotidien : fonctionnement associatif, existence d'espaces de rencontres et d'animation, accessibilité tarifaire et physique des équipements, gestion environnementale des bâtiments, recours à d'autres acteurs de l'économie sociale sont autant d'actions vécues dans les éthic étapes.<br />Bien évidemment le terme éthic nous amène sans cesse à nous remettre en question et à parfaire nos pratiques jour après jour. Pour cela, les remarques des usagers des éthic étapes constituent un apport incontournable. Alors, n'hésitez pas à nous laisser vos avis et commentaires, nous en tiendrons compte.<br /><br />",0,,0,,,,,,,,,,
"Edvard Munch l'oeil moderne","<img width='150' style='display: block; float: left; margin: 10px;' src='/images/upload/portfolio_img/munch_centre_pompidou_paris.jpg' /> Du 21 septembre 2011 au 9 janvier 2012 au Centre Pompidou de Paris<br />Ce grand rendez-vous pose un regard novateur sur la production artistique du Norvégien Edrvard MUNCH. Quelques 70 oeuvres majeures sont rassemblés ici, grâce aux prêts des plus importantes collections publiques internationales. Edvard Munch est en réel accord avec les formes de représentation et la modernité de son époque. Les influences de la photographies, du cinéma et du théâtre sur ses réalisations picturales le positionnent comme un véritable artiste du 20ème siècle.  <br />",2011-09-21,published,de_DE,edvard-munch-l-oeil-moderne,,open,1,,,3,"Du 21 septembre 2011 au 9 janvier 2012 au Centre Pompidou de Paris<br />Ce grand rendez-vous pose un regard novateur sur la production artistique du Norvégien Edrvard MUNCH. Quelques 70 oeuvres majeures sont rassemblés ici, grâce aux prêts des plus importantes collections publiques internationales. Edvard Munch est en réel accord avec les formes de représentation et la modernité de son époque. Les influences de la photographies, du cinéma et du théâtre sur ses réalisations picturales le positionnent comme un véritable artiste du 20ème siècle.  <br />",0,,0,,,,,,,,,,
"La route des Caps, au départ de Calais","<img width='150' style='display: block; float: left; margin: 10px;' src='/images/upload/portfolio_img/caps_pas_de_calais.jpg' /> Les caps Gris-Nez et Blanc-Nez constituent le grand site national du Pas de Calais, et marquent la limite entre la mer du Nord et la Manche. Ces falaises, atteignant 130m au dessus de la mer offrent un panorama à couper le souffle sur la mer du Nord, les terres anglaises et la côte d'Opale.<br  />",2011-09-06,published,de_DE,la-route-des-caps-au-dpart-de-calais,,open,1,,,3,"Les caps Gris-Nez et Blanc-Nez constituent le grand site national du Pas de Calais, et marquent la limite entre la mer du Nord et la Manche. Ces falaises, atteignant 130m au dessus de la mer offrent un panorama à couper le souffle sur la mer du Nord, les terres anglaises et la côte d'Opale.<br  />",0,,0,,,,,,,,,,
"Mini-châteaux, un concentré des plus beaux de chateaux de la Loire à Amboise","<img width='150' style='display: block; float: left; margin: 10px;' src='/images/upload/portfolio_img/mini_chateaux.jpg' /> Le parc Mini-chateaux, situé à Amboise est un parcours de 1.5 kilomètres au milieu d'un parc paysager qui vous fera découvrir les plus beaux chateaux de la Vallée de la Loire. Ce n'est pas moins de 45 reproductions miniatures qui sont rassemblés dans ce parc avec notamment Chambord, Chenonceau, Amboise, Villandry....<br /><br />Plus d'informations sur <a target='_blank' href='http://www.mini-chateaux.com/CHATEAUX/presentation.php'>le parc 'mini-chateaux'</a><br />Plus d'informations sur <a target='_blank' href='http://www.ethic-etapes.fr/les-destinations/amboise_charles_peguy.77.1351.html'>l'éthic étapes d'Amboise</a>",2011-09-02,published,de_DE,mini-chteaux-un-concentr-des-plus-beaux-de-chateaux-de-la-loire-amboise,,open,1,,,3,"Le parc Mini-chateaux, situé à Amboise est un parcours de 1.5 kilomètres au milieu d'un parc paysager qui vous fera découvrir les plus beaux chateaux de la Vallée de la Loire. Ce n'est pas moins de 45 reproductions miniatures qui sont rassemblés dans ce parc avec notamment Chambord, Chenonceau, Amboise, Villandry....<br /><br />Plus d'informations sur <a target='_blank' href='http://www.mini-chateaux.com/CHATEAUX/presentation.php'>le parc 'mini-chateaux'</a><br />Plus d'informations sur <a target='_blank' href='http://www.ethic-etapes.fr/les-destinations/amboise_charles_peguy.77.1351.html'>l'éthic étapes d'Amboise</a>",0,,0,,,,,,,,,,
"Les p'tits clous de Blois"," 4 circuits piétonniers, de 2 km en moyenne vous feront découvrir les secrets des quartiers historiques de Blois. <br />Ces parcours permettent une visite ludique de la ville car ils sont entièrement balisés par des clous de bronze.<br />Chaque circuit est téléchargeable directement sur le site wwwblosipaysdechambord.com et en vente directement à l'office de tourisme de Blois.<br /><br />Plus d'informations sur les activités proposées par l'<a target='_blank' href='http://www.bloispaysdechambord.com'>office de tourisme de Blois</a><br />Plus d'informations concernant l'<a target='_blank' href='http://www.ethic-etapes.fr/les-destinations/blois_val_de_loire.77.1355.html'>éthic étapes de Blois</a>",2011-09-01,published,de_DE,les-p-tits-clous-de-blois,,open,1,,,3,"4 circuits piétonniers, de 2 km en moyenne vous feront découvrir les secrets des quartiers historiques de Blois. <br />Ces parcours permettent une visite ludique de la ville car ils sont entièrement balisés par des clous de bronze.<br />Chaque circuit est téléchargeable directement sur le site wwwblosipaysdechambord.com et en vente directement à l'office de tourisme de Blois.<br /><br />Plus d'informations sur les activités proposées par l'<a target='_blank' href='http://www.bloispaysdechambord.com'>office de tourisme de Blois</a><br />Plus d'informations concernant l'<a target='_blank' href='http://www.ethic-etapes.fr/les-destinations/blois_val_de_loire.77.1355.html'>éthic étapes de Blois</a>",0,,0,,,,,,,,,,
"Idée séjour Paris découverte"," ",2011-08-30,published,de_DE,ide-sjour-paris-dcouverte,,open,1,,,3,"",0,,0,,,,,,,,,,
"Idée séjour Saint Malo"," ",2011-08-30,published,de_DE,ide-sjour-saint-malo,,open,1,,,3,"",0,,0,,,,,,,,,,
"Idée séjour cannes"," ",2011-08-30,published,de_DE,ide-sjour-cannes,,open,1,,,3,"",0,,0,,,,,,,,,,
