title,content,date,status,locale,urltitle,url,comment_status,ptyp_ID,pst_ID,tags,priority,excerpt,views,datedeadline,featured,order,titletag,double1,double2,double3,double4,double5,varchar1,varchar2,varchar3
"Idée de séjour: Le Périgord, terre de gastronomes"," <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_perigord.jpg' width='715' height='392' alt='' /><br /><br />Le Périgord est l'une des régions françaises les plus réputées pour sa gastronomie. L'éthic étapes de Salignac vous aide dans l'organisation de ce séjour de découvertes culinaires.<br /><br />> Plus d'infos sur ce <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/le_perigord_terre_de_gastronomie.27.58.html'>séjour touristique dans le Périgord</a><br  />",2013-06-24,published,en_US,902-ide-de-sjour:-le-prigord-terre-de-gastronomes,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_perigord.jpg' width='715' height='392' alt='' /><br /><br />Le Périgord est l'une des régions françaises les plus réputées pour sa gastronomie. L'éthic étapes de Salignac vous aide dans l'organisation de ce séjour de découvertes culinaires.<br /><br />> Plus d'infos sur ce <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/le_perigord_terre_de_gastronomie.27.58.html'>séjour touristique dans le Périgord</a><br  />",0,,0,,,,,,,,,,
"Etape de la semaine: Morlaix"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_morlaix.jpg' width='715' height='392' alt='' /><br /><br />Situé à proximité immédiate des sentiers de randonnée et du GR 34, l'éthic étapes de Morlaix satisfera toutes vos exigences pour vos séjours randonnées en Bretagne. Plusieurs terrains de jeux s'offrent à vous: La baie de Morlaix, son chapelet d'îles, le parc naturel régional d'Armorique...<br /><br />> Plus d'infos sur <a href='http:// http://www.ethic-etapes.fr/les-destinations/saint_martin_des_champsmorlaix_cis_morlaix.77.1374.html'>l'éthic étapes de Morlaix</a><br  />",2013-06-21,published,en_US,904-etape-de-la-semaine:-morlaix,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_morlaix.jpg' width='715' height='392' alt='' /><br /><br />Situé à proximité immédiate des sentiers de randonnée et du GR 34, l'éthic étapes de Morlaix satisfera toutes vos exigences pour vos séjours randonnées en Bretagne. Plusieurs terrains de jeux s'offrent à vous: La baie de Morlaix, son chapelet d'îles, le parc naturel régional d'Armorique...<br /><br />> Plus d'infos sur <a href='http:// http://www.ethic-etapes.fr/les-destinations/saint_martin_des_champsmorlaix_cis_morlaix.77.1374.html'>l'éthic étapes de Morlaix</a><br  />",0,,0,,,,,,,,,,
"Fête du vélo à Angers"," <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_angers_fete_velo.jpg' width='715' height='395' alt='' /><br /><br />A Angers, comme dans toutes les villes longeant le parcours de la Loire à vélo, les aficionados du deux roues se retrouveront le 23 juin pour la 17ème édition de la fête du vélo. Venez nombreux découvrir l'esprit familial et convivial de cette manifestation.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/angers_lac_de_maine.77.20.html'>l'éthic étapes du Lac de Maine à Angers</a><br  />",2013-06-17,published,en_US,906-fte-du-vlo-angers,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_angers_fete_velo.jpg' width='715' height='395' alt='' /><br /><br />A Angers, comme dans toutes les villes longeant le parcours de la Loire à vélo, les aficionados du deux roues se retrouveront le 23 juin pour la 17ème édition de la fête du vélo. Venez nombreux découvrir l'esprit familial et convivial de cette manifestation.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/angers_lac_de_maine.77.20.html'>l'éthic étapes du Lac de Maine à Angers</a><br  />",0,,0,,,,,,,,,,
"En Normandie... à bicyclette"," <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_angerville_etretat.jpg' width='715' height='397' alt='' /><br /><br />Un patrimoine historique de premier ordre, des villes d'art et d'histoire, la richesse de plusieurs sites de renommée mondiale&hellip; La Normandie est une région riche en patrimoine. L'éthic étapes d'Angerville l'Orcher vous propose de partir à la découverte de ce patrimoine à deux roues.<br /><br />> Plus d'infos sur ce <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/multidecouverte_a_velo_en_normandie.27.178.html'>séjour cyclo en Normandie</a><br />",2013-06-14,published,en_US,900-en-normandie...-bicyclette,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_angerville_etretat.jpg' width='715' height='397' alt='' /><br /><br />Un patrimoine historique de premier ordre, des villes d'art et d'histoire, la richesse de plusieurs sites de renommée mondiale&hellip; La Normandie est une région riche en patrimoine. L'éthic étapes d'Angerville l'Orcher vous propose de partir à la découverte de ce patrimoine à deux roues.<br /><br />> Plus d'infos sur ce <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/multidecouverte_a_velo_en_normandie.27.178.html'>séjour cyclo en Normandie</a><br />",0,,0,,,,,,,,,,
"Etape de la semaine: Dijon, le coeur du duché de Bourgogne"," <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_dijon_2.jpg' width='715' height='392' alt='' /><br /><br />Pays du vin et des escargots, palais des Ducs et cathédrale Sainte Bénigne, parcours de la chouette. Dijon a des trésors à vous offrir ! Que vous soyez en groupes ou en individuels, à la recherche de séjours touristiques ou pédagogiques, l'équipe de l'éthic étapes Dijon, situé à proximité du centre ville, saura vous aider à organiser votre séjour.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/dijon_centre_de_rencontres_internationales_et_de_sejour.77.23.html'>l'éthic étapes de Dijon</a><br /><br />",2013-06-11,published,en_US,898-etape-de-la-semaine:-dijon-le-coeur-du-duch-de-bourgogne,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_dijon_2.jpg' width='715' height='392' alt='' /><br /><br />Pays du vin et des escargots, palais des Ducs et cathédrale Sainte Bénigne, parcours de la chouette. Dijon a des trésors à vous offrir ! Que vous soyez en groupes ou en individuels, à la recherche de séjours touristiques ou pédagogiques, l'équipe de l'éthic étapes Dijon, situé à proximité du centre ville, saura vous aider à organiser votre séjour.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/dijon_centre_de_rencontres_internationales_et_de_sejour.77.23.html'>l'éthic étapes de Dijon</a><br /><br />",0,,0,,,,,,,,,,
"Bons plans spécial cyclotouristes"," <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_ffct2.jpg' alt='' /></div> <br />Licenciés FFCT, venez profiter d'une remise de 10% sur la nuitée pour les individuels et de 5% sur la nuitée pour les groupes (hors restauration) sur présentation de la licence FFCT en cours de validité dans les éthic étapes participant à l'opération*.<br />Pour réserver ? Contacter directement le centre munis du code éthic2013.<br /> <br />* éthic étapes partenaires de l'opération FFCT : éthic étapes Val Cenis - Parc d'Olhain - Romorantin - Résidence Internationale de Paris (Paris 20ème) - Evian les Bains - Angers - Salignac - Lathus - Blois - Autun - Les Karellis - Lyon - Pierrefontaine les Varans - Amboise - Mauléon Soule - Mittelwihr - Saint-Cyr - Aubervilliers - Martinique - Concarneau - Brest - Morlaix - Briançon - Anduze - Strasbourg - Hendaye - Les Hellandes - Neuwiller Les Savernes - Reims. <br />A partir de janvier 2014, les éthic étapes de Narbonne, Clermont Ferrand et Saint Ours les Roches.<br /> <br />",2013-06-08,published,en_US,892-bons-plans-spcial-cyclotouristes,,open,1,,,3,"<div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_ffct2.jpg' alt='' /></div> <br />Licenciés FFCT, venez profiter d'une remise de 10% sur la nuitée pour les individuels et de 5% sur la nuitée pour les groupes (hors restauration) sur présentation de la licence FFCT en cours de validité dans les éthic étapes participant à l'opération*.<br />Pour réserver ? Contacter directement le centre munis du code éthic2013.<br /> <br />* éthic étapes partenaires de l'opération FFCT : éthic étapes Val Cenis - Parc d'Olhain - Romorantin - Résidence Internationale de Paris (Paris 20ème) - Evian les Bains - Angers - Salignac - Lathus - Blois - Autun - Les Karellis - Lyon - Pierrefontaine les Varans - Amboise - Mauléon Soule - Mittelwihr - Saint-Cyr - Aubervilliers - Martinique - Concarneau - Brest - Morlaix - Briançon - Anduze - Strasbourg - Hendaye - Les Hellandes - Neuwiller Les Savernes - Reims. <br />A partir de janvier 2014, les éthic étapes de Narbonne, Clermont Ferrand et Saint Ours les Roches.<br /> <br />",0,,0,,,,,,,,,,
"Randonnez en Val de Loire"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_val_de_loire_paysages.jpg' width='715' height='392' alt='' /><br /><br />Venez à la découverte de nos prestigieux paysages des bords de Loire, des vieux quartiers de Blois ainsi que des paysages de Beauce.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/blois_val_de_loire.77.1355.html'>l'éthic étapes du Val de Loire à Blois</a><br  />",2013-06-03,published,en_US,896-randonnez-en-val-de-loire,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_val_de_loire_paysages.jpg' width='715' height='392' alt='' /><br /><br />Venez à la découverte de nos prestigieux paysages des bords de Loire, des vieux quartiers de Blois ainsi que des paysages de Beauce.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/blois_val_de_loire.77.1355.html'>l'éthic étapes du Val de Loire à Blois</a><br  />",0,,0,,,,,,,,,,
"Raymond Rochette: un coin d'atelier à Autun"," Né sur la « queuche à la Marolle » (commune de St-Sernin-du-Bois), là où commence le Morvan, cet enfant d?ouvrier grandit entre la vallée du Mesvrin et les cheminées des Usines Schneider. Ayant intégré les écoles Schneider, il se destine à l?usine selon la tradition familiale et la formation de dessin qu?il y reçoit, l?initie à la technique du fusain. Il en retire la précision du trait, d?excellents notions de géométrie, le sens des proportions et le goût des compositions structurées. En 1923, il change d?orientation et entre à l?Ecole Normale de Mâcon. Il côtoie désormais les peintres régionalistes et s?investit dans la création de la Société des Arts et Lettres du Creusot. La figure humaine en action retient toute son attention : lavandières, faucheurs, ouvriers jalonnent ses premières toiles. Grâce au parrainage d?Hugrel, peintre animalier et paysagiste rencontré à Mâcon et Jules Adler, artiste académique surnommé « le peintre des humbles », il intègre la Sté des Artistes français. De par ses relations, il fait la connaissance de Louis Charlot, peintre du Morvan et artiste confirmé tan à Paris qu?en province. Il suit ses précieux conseils : rechercher l?aspect sculptural de la nature plutôt que l?aspect fugitif? En 1949, il obtient enfin l?autorisation tant convoitée de peindre à l?intérieur des usines du Creusot : il va livrer le meilleur de lui-même en traduisant le gigantisme de la machine et en usant d?une pâte solide aux coloris flamboyants : il sera un formidable témoin des Temps Modernes.<br /><br /> <br />Date : du 21 juin au mois de septembre 2013<br />Horaires : 10h-13h / 14h-18h<br />Lieu : musée Rolin - Autun<br />Tarif : 5,15 &euro; <br />Renseignements : 03 85 52 09 76<br /> <br />",2013-06-01,published,en_US,916-raymond-rochette:-un-coin-d-atelier-autun,,open,1,,,3,"Né sur la « queuche à la Marolle » (commune de St-Sernin-du-Bois), là où commence le Morvan, cet enfant d?ouvrier grandit entre la vallée du Mesvrin et les cheminées des Usines Schneider. Ayant intégré les écoles Schneider, il se destine à l?usine selon la tradition familiale et la formation de dessin qu?il y reçoit, l?initie à la technique du fusain. Il en retire la précision du trait, d?excellents notions de géométrie, le sens des proportions et le goût des compositions structurées. En 1923, il change d?orientation et entre à l?Ecole Normale de Mâcon. Il côtoie désormais les peintres régionalistes et s?investit dans la création de la Société des Arts et Lettres du Creusot. La figure humaine en action retient toute son attention : lavandières, faucheurs, ouvriers jalonnent ses premières toiles. Grâce au parrainage d?Hugrel, peintre animalier et paysagiste rencontré à Mâcon et Jules Adler, artiste académique surnommé « le peintre des humbles », il intègre la Sté des Artistes français. De par ses relations, il fait la connaissance de Louis Charlot, peintre du Morvan et artiste confirmé tan à Paris qu?en province. Il suit ses précieux conseils : rechercher l?aspect sculptural de la nature plutôt que l?aspect fugitif? En 1949, il obtient enfin l?autorisation tant convoitée de peindre à l?intérieur des usines du Creusot : il va livrer le meilleur de lui-même en traduisant le gigantisme de la machine et en usant d?une pâte solide aux coloris flamboyants : il sera un formidable témoin des Temps Modernes.<br /><br /> <br />Date : du 21 juin au mois de septembre 2013<br />Horaires : 10h-13h / 14h-18h<br />Lieu : musée Rolin - Autun<br />Tarif : 5,15 &euro; <br />Renseignements : 03 85 52 09 76<br /> <br />",0,,0,,,,,,,,,,
"séjour rando dans le Morvan"," <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_rando_autun.jpg' width='715' height='395' alt='' /><br /><br />Remontez le temps au cours d'une découverte à pied du Morvan d'Autun à Bibracte, site gallo romain majeur...<br /><br />>Plus d'infos sur le <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/au_fil_du_temps.27.230.html'>séjour rando 'au fil du temps'</a>, proposé par l'éthic étapes d'Autun.",2013-05-27,published,en_US,872-sjour-rando-dans-le-morvan,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_rando_autun.jpg' width='715' height='395' alt='' /><br /><br />Remontez le temps au cours d'une découverte à pied du Morvan d'Autun à Bibracte, site gallo romain majeur...<br /><br />>Plus d'infos sur le <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/au_fil_du_temps.27.230.html'>séjour rando 'au fil du temps'</a>, proposé par l'éthic étapes d'Autun.",0,,0,,,,,,,,,,
"Destination Hendaye"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_hendaye.jpg' width='715' height='392' alt='' /><br /><br />Situé sur les hauteurs de la ville, à la frontière espagnole, l'éthic étapes Bella Vista d'Hendaye bénéficie d'une vue extraordinaire sur le massif de la Thune et la Côte Basque. Et il se trouve à seulement 10 minutes à pied du centre ville et de la plage.<br /><br />> Plus d'infos sur<a href='http://www.ethic-etapes.fr/les-destinations/hendaye_bella_vista.77.1387.html'> le centre d'Hendaye </a>",2013-05-24,published,en_US,868-destination-hendaye,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_hendaye.jpg' width='715' height='392' alt='' /><br /><br />Situé sur les hauteurs de la ville, à la frontière espagnole, l'éthic étapes Bella Vista d'Hendaye bénéficie d'une vue extraordinaire sur le massif de la Thune et la Côte Basque. Et il se trouve à seulement 10 minutes à pied du centre ville et de la plage.<br /><br />> Plus d'infos sur<a href='http://www.ethic-etapes.fr/les-destinations/hendaye_bella_vista.77.1387.html'> le centre d'Hendaye </a>",0,,0,,,,,,,,,,
